region,city,address,installplace,int_cards_support,sbercart,american_express,for_organizations,accepts_money,prints_onepass,access,comments,bank_code,bank_name,org_id,org_name,phone
г. Москва,г. Москва,"ул.  Земляной вал,  42, стр. 20",Аптечная сеть Ригла,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Курская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Кибальчича,  12","Магазин ""Копейка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Красноказарменная,  14",МЭИ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Авиамоторная,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Крылатское холмы,  7, к. 2","Сбербанк России, Филиал № 5278/1667",да,да,да,да,да,да,24 часа,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)1499854
г. Москва,г. Москва,"ул.  Кузнецкий мост,  9-10","Сбербанк России, Филиал № 7811/0096",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Кузнецкий мост,99,Сбербанк России,7811,Мещанское ОСБ,(495)6243054
г. Москва,г. Москва,ул.  Ленинские горы,МГУ (биологический факультет),да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Люсиновская,  26-28","Сбербанк России, Филиал № 7977/1701",да,да,да,да,нет,да,24 часа,Ст. м. Добрынинская,99,Сбербанк России,7977,Люблинское ОСБ,(495)2364565
г. Москва,г. Москва,"ул.  Люсиновская,  70","ТД ""Даниловский""",да,да,да,да,да,да,в режиме работы организации,Ст. м. Тульская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  М. Почтовая,  5-12","Сбербанк России, Филиал № 5281/0808",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,5281,Стромынское ОСБ,(499)1644771
г. Москва,г. Москва,"ул.  Н. Ополчения,  45","Сбербанк России, Филиал № 1569/1240",да,нет,да,да,нет,да,24 часа,Ст. м. Октябрьское поле,99,Сбербанк России,1569,Краснопресненское ОСБ,(499)1940247
г. Москва,г. Москва,"ул.  Нагатинская, 48-2","Сбербанк России, Филиал № 7977/1315",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,7977,Люблинское ОСБ,(495)2374261
г. Москва,г. Москва,"ул.  Народного Ополчения,  20","Сбербанк России, Филиал № 1569/1232",да,да,да,да,нет,да,24 часа,Ст. м. Полежаевская,99,Сбербанк России,1569,Краснопресненское ОСБ,(499)1919129
г. Москва,г. Москва,"ул.  Новогиреевская,  4, стр. 1","Сбербанк России, Филиал № 6901/0701",да,да,да,да,нет,да,24 часа,Ст. м. Шоссе Энтузиастов,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3043118
г. Москва,г. Москва,"ул.  Новорязанская,  26-28, стр. 1","маг-н ""Копейка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Комсомольская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Первомайская,  28-24",Магазин Универсам,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Перерва,  нет","вестибюль ст метро Братиславская (вход со стороны ТРЦ ""БУМ"")",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Перовская,  60",магазин Квартал,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Перово,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Петровка,  17","Сбербанк России, Филиал № 7981/0261",да,да,да,да,нет,да,24 часа,Ст. м. Театральная,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)6281812
г. Москва,г. Москва,"ул.  Петровка,  2",Торговый Дом ЦУМ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Театральная,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  пироговская,  6-1",Клинический центр ММА им.Сеченова,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Спортивная,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
